Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
Cliente_50,72,35,0,327,807,0,0,0,0,0,0,0,30
Cliente_51,55,20,0,273,498,0,0,0,0,0,0,0,19
Cliente_52,25,30,0,25,505,0,0,0,0,0,0,0,3
Cliente_53,20,50,0,405,465,0,0,0,0,0,0,0,5
Cliente_54,55,60,0,554,767,0,0,0,0,0,0,0,16
Cliente_55,30,60,0,629,689,0,0,0,0,0,0,0,16
Cliente_56,50,35,0,560,673,0,0,0,0,0,0,0,19
Cliente_57,30,25,0,342,571,0,0,0,0,0,0,0,23
Cliente_58,15,10,0,842,902,0,0,0,0,0,0,0,20
Cliente_59,10,20,0,42,522,0,0,0,0,0,0,0,19
Cliente_60,15,60,0,623,884,0,0,0,0,0,0,0,17
Cliente_61,45,65,0,214,421,0,0,0,0,0,0,0,9
Cliente_62,65,35,0,197,257,0,0,0,0,0,0,0,3
Cliente_63,65,20,0,39,316,0,0,0,0,0,0,0,6
Cliente_64,45,30,0,191,310,0,0,0,0,0,0,0,17
Cliente_65,35,40,0,11,140,0,0,0,0,0,0,0,16
Cliente_66,41,37,0,570,681,0,0,0,0,0,0,0,16
Cliente_67,64,42,0,298,358,0,0,0,0,0,0,0,9
Cliente_68,40,60,0,613,730,0,0,0,0,0,0,0,21
Cliente_69,31,52,0,187,247,0,0,0,0,0,0,0,27
Cliente_70,35,69,0,780,930,0,0,0,0,0,0,0,23
Cliente_71,65,55,0,191,410,0,0,0,0,0,0,0,14
Cliente_72,63,65,0,27,507,0,0,0,0,0,0,0,8
Cliente_73,2,60,0,240,451,0,0,0,0,0,0,0,5
Cliente_74,20,20,0,675,735,0,0,0,0,0,0,0,8
Cliente_75,5,5,0,57,537,0,0,0,0,0,0,0,16
Cliente_76,60,12,0,298,358,0,0,0,0,0,0,0,31
Cliente_77,23,3,0,794,854,0,0,0,0,0,0,0,7
Cliente_78,8,56,0,366,483,0,0,0,0,0,0,0,27
Cliente_79,6,68,0,382,442,0,0,0,0,0,0,0,30
Cliente_80,47,47,0,817,942,0,0,0,0,0,0,0,13
Cliente_81,49,58,0,332,497,0,0,0,0,0,0,0,10
Cliente_82,27,43,0,14,494,0,0,0,0,0,0,0,9
Cliente_83,37,31,0,19,499,0,0,0,0,0,0,0,14
Cliente_84,57,29,0,425,485,0,0,0,0,0,0,0,18
Cliente_85,63,23,0,164,644,0,0,0,0,0,0,0,2
Cliente_86,21,24,0,310,507,0,0,0,0,0,0,0,28
Cliente_87,12,24,0,389,449,0,0,0,0,0,0,0,13
Cliente_88,24,58,0,262,377,0,0,0,0,0,0,0,19
Cliente_89,67,5,0,611,897,0,0,0,0,0,0,0,25
Cliente_90,37,47,0,311,526,0,0,0,0,0,0,0,6
Cliente_91,49,42,0,457,937,0,0,0,0,0,0,0,13
Cliente_92,53,43,0,14,74,0,0,0,0,0,0,0,14
Cliente_93,61,52,0,789,928,0,0,0,0,0,0,0,3
Cliente_94,57,48,0,212,692,0,0,0,0,0,0,0,23
Cliente_95,56,37,0,20,500,0,0,0,0,0,0,0,6
Cliente_96,55,54,0,382,862,0,0,0,0,0,0,0,26
Cliente_97,4,18,0,516,697,0,0,0,0,0,0,0,35
Cliente_98,26,52,0,14,494,0,0,0,0,0,0,0,9
Cliente_99,26,35,0,338,398,0,0,0,0,0,0,0,15
Cliente_100,31,67,0,870,930,0,0,0,0,0,0,0,3
