Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
Cliente_50,72,35,0,351,782,0,0,0,0,0,0,0,30
Cliente_51,55,20,0,161,610,0,0,0,0,0,0,0,19
Cliente_52,25,30,0,25,516,0,0,0,0,0,0,0,3
Cliente_53,20,50,0,239,630,0,0,0,0,0,0,0,5
Cliente_54,55,60,0,448,873,0,0,0,0,0,0,0,16
Cliente_55,30,60,0,420,897,0,0,0,0,0,0,0,16
Cliente_56,50,35,0,390,843,0,0,0,0,0,0,0,19
Cliente_57,30,25,0,227,686,0,0,0,0,0,0,0,23
Cliente_58,15,10,0,401,902,0,0,0,0,0,0,0,20
Cliente_59,10,20,0,42,706,0,0,0,0,0,0,0,19
Cliente_60,15,60,0,401,923,0,0,0,0,0,0,0,17
Cliente_61,45,65,0,110,525,0,0,0,0,0,0,0,9
Cliente_62,65,35,0,29,548,0,0,0,0,0,0,0,3
Cliente_63,65,20,0,39,593,0,0,0,0,0,0,0,6
Cliente_64,45,30,0,20,498,0,0,0,0,0,0,0,17
Cliente_65,35,40,0,11,530,0,0,0,0,0,0,0,16
Cliente_66,41,37,0,404,847,0,0,0,0,0,0,0,16
Cliente_67,64,42,0,100,555,0,0,0,0,0,0,0,9
Cliente_68,40,60,0,436,907,0,0,0,0,0,0,0,21
Cliente_69,31,52,0,9,510,0,0,0,0,0,0,0,27
Cliente_70,35,69,0,330,930,0,0,0,0,0,0,0,23
Cliente_71,65,55,0,81,520,0,0,0,0,0,0,0,14
Cliente_72,63,65,0,27,622,0,0,0,0,0,0,0,8
Cliente_73,2,60,0,135,556,0,0,0,0,0,0,0,5
Cliente_74,20,20,0,430,913,0,0,0,0,0,0,0,8
Cliente_75,5,5,0,63,520,0,0,0,0,0,0,0,16
Cliente_76,60,12,0,125,530,0,0,0,0,0,0,0,31
Cliente_77,23,3,0,390,900,0,0,0,0,0,0,0,7
Cliente_78,8,56,0,190,659,0,0,0,0,0,0,0,27
Cliente_79,6,68,0,215,608,0,0,0,0,0,0,0,30
Cliente_80,47,47,0,444,942,0,0,0,0,0,0,0,13
Cliente_81,49,58,0,249,580,0,0,0,0,0,0,0,10
Cliente_82,27,43,0,14,506,0,0,0,0,0,0,0,9
Cliente_83,37,31,0,19,566,0,0,0,0,0,0,0,14
Cliente_84,57,29,0,259,650,0,0,0,0,0,0,0,18
Cliente_85,63,23,0,198,609,0,0,0,0,0,0,0,2
Cliente_86,21,24,0,212,605,0,0,0,0,0,0,0,28
Cliente_87,12,24,0,272,565,0,0,0,0,0,0,0,13
Cliente_88,24,58,0,90,549,0,0,0,0,0,0,0,19
Cliente_89,67,5,0,325,897,0,0,0,0,0,0,0,25
Cliente_90,37,47,0,204,633,0,0,0,0,0,0,0,6
Cliente_91,49,42,0,442,937,0,0,0,0,0,0,0,13
Cliente_92,53,43,0,14,581,0,0,0,0,0,0,0,14
Cliente_93,61,52,0,373,928,0,0,0,0,0,0,0,3
Cliente_94,57,48,0,265,638,0,0,0,0,0,0,0,23
Cliente_95,56,37,0,20,539,0,0,0,0,0,0,0,6
Cliente_96,55,54,0,418,825,0,0,0,0,0,0,0,26
Cliente_97,4,18,0,426,787,0,0,0,0,0,0,0,35
Cliente_98,26,52,0,14,499,0,0,0,0,0,0,0,9
Cliente_99,26,35,0,149,586,0,0,0,0,0,0,0,15
Cliente_100,31,67,0,356,930,0,0,0,0,0,0,0,3
