Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
Cliente_50,26,32,0,2018,2725,0,0,0,0,0,0,0,10
Cliente_51,25,30,0,2015,2544,0,0,0,0,0,0,0,10
Cliente_52,25,35,0,2201,2728,0,0,0,0,0,0,0,10
Cliente_53,44,5,0,1078,1593,0,0,0,0,0,0,0,20
Cliente_54,42,10,0,998,1481,0,0,0,0,0,0,0,40
Cliente_55,42,15,0,897,1392,0,0,0,0,0,0,0,10
Cliente_56,40,5,0,1199,1660,0,0,0,0,0,0,0,30
Cliente_57,38,15,0,1552,2057,0,0,0,0,0,0,0,40
Cliente_58,38,5,0,1263,1780,0,0,0,0,0,0,0,30
Cliente_59,38,10,0,1498,1921,0,0,0,0,0,0,0,10
Cliente_60,35,5,0,1325,1904,0,0,0,0,0,0,0,20
Cliente_61,50,30,0,223,738,0,0,0,0,0,0,0,10
Cliente_62,50,35,0,18,474,0,0,0,0,0,0,0,20
Cliente_63,50,40,0,14,360,0,0,0,0,0,0,0,50
Cliente_64,48,30,0,246,899,0,0,0,0,0,0,0,10
Cliente_65,44,25,0,704,1197,0,0,0,0,0,0,0,10
Cliente_66,47,35,0,393,942,0,0,0,0,0,0,0,10
Cliente_67,47,40,0,12,424,0,0,0,0,0,0,0,10
Cliente_68,42,30,0,641,1070,0,0,0,0,0,0,0,10
Cliente_69,45,35,0,534,985,0,0,0,0,0,0,0,10
Cliente_70,95,30,0,2119,2682,0,0,0,0,0,0,0,30
Cliente_71,95,35,0,2079,2532,0,0,0,0,0,0,0,20
Cliente_72,53,30,0,131,644,0,0,0,0,0,0,0,10
Cliente_73,92,30,0,2169,2818,0,0,0,0,0,0,0,10
Cliente_74,53,35,0,87,498,0,0,0,0,0,0,0,50
Cliente_75,45,65,0,15,607,0,0,0,0,0,0,0,20
Cliente_76,90,35,0,2002,2419,0,0,0,0,0,0,0,10
Cliente_77,72,45,0,2701,3258,0,0,0,0,0,0,0,10
Cliente_78,78,40,0,2599,3164,0,0,0,0,0,0,0,20
Cliente_79,87,30,0,2505,2870,0,0,0,0,0,0,0,10
Cliente_80,85,25,0,2369,2816,0,0,0,0,0,0,0,10
Cliente_81,85,35,0,2563,3002,0,0,0,0,0,0,0,30
Cliente_82,75,55,0,1783,2226,0,0,0,0,0,0,0,20
Cliente_83,72,55,0,1591,2232,0,0,0,0,0,0,0,10
Cliente_84,70,58,0,1513,1928,0,0,0,0,0,0,0,20
Cliente_85,86,46,0,1829,2388,0,0,0,0,0,0,0,30
Cliente_86,66,55,0,1604,2027,0,0,0,0,0,0,0,10
Cliente_87,64,46,0,2976,3275,0,0,0,0,0,0,0,20
Cliente_88,65,60,0,1338,1913,0,0,0,0,0,0,0,30
Cliente_89,56,64,0,1116,1753,0,0,0,0,0,0,0,10
Cliente_90,60,55,0,2789,3279,0,0,0,0,0,0,0,10
Cliente_91,60,60,0,1349,1712,0,0,0,0,0,0,0,10
Cliente_92,67,85,0,518,1029,0,0,0,0,0,0,0,20
Cliente_93,42,58,0,8,509,0,0,0,0,0,0,0,40
Cliente_94,65,82,0,549,1186,0,0,0,0,0,0,0,10
Cliente_95,62,80,0,744,1177,0,0,0,0,0,0,0,30
Cliente_96,62,40,0,2713,3275,0,0,0,0,0,0,0,10
Cliente_97,60,85,0,397,956,0,0,0,0,0,0,0,30
Cliente_98,58,75,0,839,1276,0,0,0,0,0,0,0,20
Cliente_99,55,80,0,272,701,0,0,0,0,0,0,0,10
Cliente_100,55,85,0,373,790,0,0,0,0,0,0,0,20
